Berufsbenennungen;KldB 2010 (5-Steller)
Rahmenglaser/in;33342
Reparaturglaser/in;33342
Schriftglaser/in;33342
Terrariumbauer/in;33342
Verglaser/in;33342
Vorarbeiter/in (Glasbau/Fensterbau);33342
Jalousie- und Rollladenbauer/in;33352
Jalousie- und Rollladenmacher/in;33352
Jalousiebauer/in;33352
Jalousiemacher/in;33352
Jalousiemonteur/in;33352
Markisenbauer/in;33352
Markisenmonteur/in;33352
Rollladen- und Jalousiebauer/in;33352
Rollladen- und Jalousiemacher/in;33352
Rollladen- und Jalousieschlosser/in;33352
Rollladen- und Sonnenschutzmechatroniker/in;33352
Rollladen-, Jalousieschlosser/in (Kunststoff);33352
Rollladen-, Jalousieschlosser/in (Metallbau);33352
Rollladenbauer/in;33352
Rollladenmacher/in;33352
Rollladenmechatroniker/in;33352
Rollladenmonteur/in;33352
Sonnenschutzmechatroniker/in;33352
Abdichtungspolier/in (Bauwerks- und Asphaltabdichtung);33393
Akustikmeister/in;33393
Ausbaupolier/in;33393
Bauaufseher/in - Glasbau/Fensterbau;33393
Bauleiter/in (Ausbau);33393
Bautischlermeister;33393
Fachbauleiter/in - Schreinerhandwerk;33393
Fachbauleiter/in - Tischlerhandwerk;33393
Fachleiter/in - Abdichtungstechnik;33393
Fachleiter/in - Dach-, Wand- und Abdichtungstechnik;33393
Fachleiter/in - Wandtechnik;33393
Fensterbauermeister/in;33393
Glasbaumeister/in;33393
Glasermeister/in/B. Prof. Glaser-Handwerk;33393
Handwerksmeister/in - Ausbau;33393
Handwerksmeister/in - Markisenbau;33393
Handwerksmeister/in - Rollladen- und Jalousiebau;33393
Industriemeister/in - Akustik- und Trockenbau;33393
Industriemeister/in - Isolierung;33393
Jalousiebauermeister/in;33393
Kälteisolierermeister/in;33393
Kolonnenführer/in - Ausbau;33393
Meister/in - Akustik- und Trockenbau;33393
Meister/in - Ausbau;33393
Meister/in - Glaserhandwerk;33393
Meister/in - Isolierhandwerk;33393
Meister/in - Isolierungen;33393
Meister/in - Rahmenglaserhandwerk;33393
Meister/in - Rolladen- und Jalousiebauerhandwerk;33393
Meister/in - Säureschutzarbeiten;33393
Meister/in - Zimmererhandwerk;33393
Polier/in - Abdichtungsarbeiten;33393
Polier/in - Akustik- u. Trockenbau;33393
Polier/in - Ausbau;33393
Rahmenglasermeister/in;33393
Rollladen- und Jalousiebauermeister/in;33393
Rollladen-/Sonnenschutzt.meister/in/B. Prof. Roll/Sonnen.Hw.;33393
Rollladenbauermeister/in;33393
Schallschutzisolierermeister/in;33393
Sonnenschutzmeister/in;33393
Trockenbaumeister/in;33393
Trockenbaupolier/in;33393
Wärme-, Kälte-, Schall.isolierermeister/in/B. Prof. Isol.Hw.;33393
Wärmeisolierermeister/in;33393
Werkmeister/in (Rollladen- u. Jalousiebau);33393
Werkpolier/in - Ausbau;33393
Werkpolier/in - Bauwerksabdichtung;33393
Werkpolier/in - Isolierung, Abdichtung;33393
Werkpolier/in - Trockenbau;33393
Werkstattmeister/in - Glasbau/Fensterbau;33393
Zimmerermeister/in/B. Prof. Zimmerer-Handwerk;33393
Zimmererpolier/in;33393
Assistent/in - Gebäudeservice;34102
Fachwerker/in-Gebäude- u.Umweltdienstleist.(§66BBiG/§42mHWO);34102
Haushandwerker/in;34102
Hausinspektor/in (Hauswart/in);34102
Hausmeister/in;34102
Haustechniker/in;34102
Hauswart/in;34102
Hauswart/in (§66BBiG/§42mHWO);34102
Hauswart/in/Haustechniker/in;34102
Kasernenwärter/in;34102
Liegenschaftsarbeiter/in;34102
Pedell;34102
Quartiermeister/in;34102
Regiehandwerker/in;34102
Schulhausmeister/in;34102
Techn. Assistent/in - Gebäudetechnik;34102
Technische/r Immobilienbetreuer/in;34102
Technische/r Objektbetreuer/in;34102
Berufsspezialist/in - intelligente Gebäudet./Systemvernetz.;34103
Elektrotechniker/in - Gebäudetechnik;34103
Elektrotechniker/in - Gebäudetechnik (Projektierung);34103
Fachkraft - Gebäudetechnik;34103
Fachplaner/in - Energie- und Gebäudetechnik;34103
Gebäudeausrüstungstechniker/in;34103
Gebäudeleittechniker/in;34103
Gebäudeservicetechniker/in;34103
Gebäudesystemtechniker/in;34103
Gebäudetechniker/in;34103
Gebäudetechnikfachkraft;34103
Objekttechniker/in (Haustechnik);34103
Planungstechniker/in - Gebäudetechnik;34103
Projektassistent/in - Gebäudetechnik;34103
Techniker/in - Gebäudeausrüstung;34103
Techniker/in - Gebäudesystemtechnik/B. Prof. Technik;34103
Techniker/in - Gebäudeversorgung;34103
Dipl.-Ing. - Gebäudetechnik;34104
Dipl.-Ing. (FH) - Krankenhausbetriebstechnik;34104
Dipl.-Wirtschaftsingenieur/in (FH) - Facility Management;34104
Ingenieur/in - Gebäudetechnik/Facility-Management;34104
Ingenieur/in - Haustechnik;34104
Ingenieur/in - Krankenhausbetriebstechnik;34104
Bauhofarbeiter/in;34112
Campingplatzwart/in;34112
Gemeindearbeiter/in;34112
Gerätewart/in;34112
Platzverwalter/in;34112
Platzwart/in;34112
Schießstandgerätewart/in;34112
Schulassistent/in (nicht Verwaltung);34112
Sportplatzwart/in;34112
Industriemeister/in - Betriebstechnik (Gebäude);34193
Industriemeister/in - Gebäudeservice;34193
Industriemeister/in - Gebäudetechnik;34193
Leitende/r Hausmeister/in;34193
Leitende/r Haustechniker/in;34193
Leiter/in - Krankenhausbetriebstechnik;34193
Meister/in - Gebäudetechnik;34193
Behälterbauerhelfer/in;34201
Blech-, Kunststoffschlosserhelfer/in;34201
Blechschlosserhelfer/in;34201
Feinblechnerhelfer/in;34201
Gas- und Wasserinstallateurhelfer/in;34201
Gasinstallateurhelfer/in;34201
Heizungsbauerhelfer/in;34201
Helfer/in - Blechschlosserei;34201
Helfer/in - Klempnerei, Installation;34201
Kachelofenbauerhelfer/in;34201
Kälteanlagenbauerhelfer/in;34201
Kälteanlageninstallateurhelfer/in;34201
Kesselblechbieger/in;34201
Kesselblechtreiber/in;34201
Kesselschmiedehelfer/in;34201
Klempner- und Installateurhelfer/in;34201
Klempnerhelfer/in;34201
Klimaanlagenbauerhelfer/in;34201
Kupferschmiedehelfer/in;34201
Lüftungsanlagenbauerhelfer/in;34201
Lüftungsbauerhelfer/in;34201
Ofensetzerhelfer/in;34201
Rohrinstallateurhelfer/in;34201
Rohrinstallationshelfer/in;34201
Rohrnetzbauer-, Rohrschlosserhelfer/in;34201
Spenglerhelfer/in;34201
Wasserinstallateurhelfer/in;34201
Zentralheizungsanlagenbauerhelfer/in;34201
Baublechner/in;34202
Bauflaschner/in;34202
Bauklempner/in;34202
Bauspengler/in;34202
Blechklempner/in;34202
Blechner/in;34202
Blechschlosser/in;34202
Blechschmied/in;34202
Blitzableiterbauer/in (Klempner/in);34202
Blitzableiterklempner/in;34202
Feinblechbaumechaniker/in;34202
Feinblechner/in;34202
Feinblechschlosser/in;34202
Feinklempner/in;34202
Flaschner/in;34202
Geräteflaschner/in;34202
Geräteklempner/in;34202
Industrieklempner/in;34202
Installateur/in - Gas/Wasser, Klempner/in;34202
Isolierklempner/in;34202
Isolierspengler/in;34202
Klempner/in;34202
Konstruktionsmechaniker/in - Feinblechbautechnik;34202
Kühlerbauer/in;34202
Kühlerklempner/in;34202
Kunstklempner/in;34202
Kupferklempner/in;34202
Ladenklempner/in;34202
Lüftungsfeinblechner/in;34202
Messingklempner/in;34202
Schwarzblechschlosser/in;34202
Spengler/in;34202
Blechverarbeitungstechniker/in;34203
Techniker/in - Blechverarbeitung;34203
Anlagenmechaniker/in - Sanitär-, Heizungs- und Klimatechnik;34212
Bearbeiter/in für Gas- und Wasserinst. (§66 BBiG/§42m HWO);34212
Berufskollegiat/in - Sanitär- u. Heizungstechnik;34212
Brennerspezialist/in (Gas-, Ölfeuerungsanlagen);34212
Einstellmonteur/in - Heizungs-, Lüftungs- und Klimaanlagen;34212
Entstaubungswärter/in;34212
Gas- und Wasserinstallateur/in;34212
Gasinstallateur/in;34212
Heizungs- und Sanitärinstallateur/in;34212
Heizungsanlagenbauer/in;34212
Heizungsbauer/in;34212
Heizungsinstallateur/in;34212
Heizungsmonteur/in;34212
Heizungsrohrleger/in;34212
Installateur/in - Energie- und Gebäudetechnik;34212
Installateur/in - Heizung, Lüftung;34212
Klempner/in und Installateur/in;34212
Klima- u. Lüftungsanlagenmaschinist/in;34212
Klima- u. Lüftungsanlagenwärter/in;34212
Klimaanlageninstallateur/in;34212
Klimaanlagenmechaniker/in;34212
Kühlanlagenwärter/in;34212
Leckageorter/in;34212
Lüftungs- und Klimaanlagenbauer/in;34212
Lüftungsanlagenbauer/in;34212
Lüftungsanlagenmechaniker/in;34212
Lüftungsbauer/in;34212
Lüftungsinstallateur/in;34212
Lüftungsklempner/in;34212
Lüftungsmonteur/in;34212
Lüftungsspengler/in;34212
Öl- und Gasfeuerungsmonteur/in;34212
Ölfeuerungsmonteur/in;34212
Ölheizungsmonteur/in;34212
Rohrinstallateur/in;34212
Rohrinstallateur/in u. Klempner/in;34212
Sanitärinstallateur/in;34212
Sanitärmonteur/in;34212
Sprinklermonteur/in;34212
Vorarbeiter/in - Sanitär-, Heizungs- und Klimatechnik;34212
Vorarbeiter/in (Gas- u. Wasserinstallation);34212
Wasserinstallateur/in;34212
Zentralheizungs- und Lüftungsbauer/in;34212
Zentralheizungsbauer/in;34212
Zentralheizungsinstallateur/in;34212
Zentralheizungsmonteur/in;34212
Dipl.-Ing. - Lüftungstechnik;34213
Dipl.-Ing. (BA) - Klimasystemtechnik;34213
Fachkraft - Trinkwasserinstallationen u. Entwässerungsanlag.;34213
Heizungs-, Lüftungs- und Klimatechniker/in;34213
Heizungstechniker/in;34213
Ingenieur/in (FS) - Heizungs-, Lüftungs- und Sanitärtechnik;34213
Klimatechniker/in;34213
Lüftungstechniker/in;34213
Sanitärtechniker/in;34213
Techniker/in - Heiz.-, Lüft.-, Klimatechnik/B. Prof. Technik;34213
Techniker/in - Heizungs-, Lüftungs- und Sanitärtechnik;34213
Techniker/in - Heizungsbau;34213
Techniker/in - Lüftungs- und Klimaanlagenbau;34213
Techniker/in - Sanitärtechnik/B. Prof. Technik;34213
Techniker/in (staatl.gepr. ) - Sanitärtechnik;34213
Wärmetechniker/in;34213
Heizungsingenieur/in;34214
Ingenieur/in - Klima- und Trocknungstechnik;34214
Ingenieur/in - Klimasystemtechnik;34214
Ingenieur/in - Lüftungstechnik;34214
Ingenieur/in - technische Gebäudeausrüstung;34214
Klimaingenieur/in;34214
Lüftungsingenieur/in;34214
Anwendungsberater/in - Kachelofen- u. Luftheizungsbau;34222
Backofenbauer/in;34222
Demonstrationsmonteur/in (Kachelofen- und Luftheizungsbau);34222
Hafner/in;34222
Kachelofen- und Luftheizungsbauer/in;34222
Kachelofenbauer/in;34222
Kachelofensetzer/in;34222
Luftheizungsbauer/in;34222
Ofen- und Luftheizungsbauer/in;34222
Ofenbauer/in;34222
Ofenmaurer/in;34222
Ofenmonteur/in;34222
Ofensetzer/in;34222
Vorarbeiter/in (Kachelofen- u. Luftheizungsbau);34222
Kälte- und Klimaanlagenmonteur/in;34232
Kälteanlagenbauer/in;34232
Kälteanlagenmechaniker/in;34232
Kältemaschinenwärter/in;34232
Kältemaschinist/in;34232
Kältemechaniker/in;34232
Kältemechatroniker/in;34232
Kältemonteur/in;34232
Kältetechnikmechaniker/in;34232
Kältetechnikmechatroniker/in;34232
Kühl- und Klimaanlagenmonteur/in;34232
Kühlanlagenbauer/in;34232
Kühlanlageninstallateur/in;34232
Kühlhauswärter/in;34232
Mechatroniker/in - Kältetechnik;34232
Dipl.-Ing. (BA) - Kältesystemtechnik;34233
Kälteanlagentechniker/in;34233
Kältetechniker/in;34233
Kryotechniker/in;34233
Kühlanlagentechniker/in;34233
Kühltechniker/in;34233
Maschineningenieur/in (FS) - Luft- und Kältetechnik;34233
Techniker/in - Kältetechnik/B. Prof. Technik;34233
Ingenieur/in - Kältesystemtechnik;34234
Kälteingenieur/in;34234
Kältemaschineningenieur/in;34234
Kühlanlageningenieur/in;34234
Backofenbauermeister/in;34293
Bauleitende/r Monteur/in;34293
Bauleitende/r Monteur/in (Gas- u. Wasserinstallation);34293
Bauleitende/r Monteur/in (Kachelofen- u. Luftheizungsbau);34293
Betriebsmanager/in - Heizungstechnik;34293
Betriebsmanager/in - Sanitär- und Heizungstechnik;34293
Blechnermeister/in;34293
Flaschnermeister/in;34293
Gas- u. Wasserinstallateurmeister/in;34293
Gasinstallateurmeister/in;34293
Handwerksmeister/in - Installation und Heizungsbau;34293
Handwerksmeister/in - Ofen- und Luftheizungsbau;34293
Heizungs-, Lüftungs- u. Sanitärtechnikmeister/in;34293
Heizungsbauermeister/in;34293
Installateur-/Heizungsbauermeister/in/B. Prof. Inst/Heiz.Hw.;34293
Kachelofen- u. Luftheizungsbauermeister/in;34293
Kälteanlagenbauermeister/in/B. Prof. Kälteanlagenbauer-Hw.;34293
Kälteanlagenmeister/in;34293
Kältemeister/in;34293
Klempner- u. Installateurmeister/in;34293
Klempnermeister/in/B. Prof. Klempner-Handwerk;34293
Luftheizungsbauermeister/in;34293
Meister/in - Backofenbauerhandwerk;34293
Meister/in - Heizungs-, Lüftungs- und Sanitärtechnik;34293
Meister/in - Klempner- und Installateurhandwerk;34293
Meister/in - Kühlanlagenbauerhandwerk;34293
Meister/in - Ofenbauerhandwerk;34293
Meister/in - Zentralheizungsbauerhandwerk;34293
Ofen-/Luftheizungsbauermeister/in/B. Prof. Ofen/Luftheiz.Hw.;34293
Ofenbauermeister/in;34293
Ofenbaumeister/in;34293
Sanitärinstallateurmeister/in;34293
Spenglermeister/in;34293
Werkmeister/in (Blechschlosserei);34293
Werkmeister/in (Feinblechverarbeitung);34293
Zentralheizungs- u. Lüftungsbauermeister/in;34293
Zentralheizungsbauermeister/in;34293
Abfallbeseitiger/in;34301
Deponiearbeiter/in;34301
Gleisreiniger/in;34301
Hausentrümpeler/in;34301
Helfer/in - Ver- und Entsorgung;34301
Müllarbeiter/in;34301
Müllbeseitiger/in;34301
Müllmann/-frau;34301
Müllsortierer/in;34301
Müllwerker/in;34301
Straßenkehrer/in;34301
Straßenreiniger/in;34301
Wertstoffhofarbeiter/in;34301
Anlagenmechaniker/in - Versorgungstechnik;34302
Facharbeiter/in - Anlagen und Geräte (Fernwärmeversorgung);34302
Versorgungsanlagenwärter/in;34302
Vorarbeiter/in - Ver- und Entsorgung;34302
Dipl.-Ing. (BA) - Versorgungs- u. Umwelttechnik;34303
Energieingenieur/in (FS) - Gasversorgungstechnik;34303
Energieingenieur/in FS) - Wärmetechnik;34303
Fernwärmetechniker/in;34303
Gasversorgungstechniker/in;34303
Techniker/in - Gasversorgungstechnik;34303
Techniker/in - Versorgungstechnik;34303
Dipl.-Ing. (FH) - Versorgungstechnik;34304
Dipl.-Ing. (Uni) - Klima- u. Trocknungstechnik;34304
Ingenieur/in - Versorgungstechnik;34304
Sanitäringenieur/in;34304
Versorgungsingenieur/in (BA/FH/Uni);34304
Abwasseranlagenwärter/in;34312
Abwasserkontrolleur/in;34312
Facharbeiter/in - Anlagen und Geräte (Wasseraufbereitung);34312
Fachkraft - Abwassertechnik;34312
Fachkraft - Rohr-, Kanal- und Industrieservice;34312
Fachkraft - Rohr-, Kanal-u. Industrieserv. (Rohr/Kanals.);34312
Fachkraft - Rohr-, Kanal-u. Industrieserv.(Industrieservice);34312
Fachkraft - Wasserversorgungstechnik;34312
Filterwärter/in (Wasserwerk);34312
Kanalnetzwärter/in;34312
Kanalreiniger/in;34312
Kläranlagenarbeiter/in;34312
Kläranlagenwärter/in;34312
Klärwerkfacharbeiter/in;34312
Pumpenmaschinist/in;34312
Pumpenwärter/in;34312
Rohrleitungsorter/in;34312
Umwelttechnologe/-technologin - Abwasserbewirtschaftung;34312
Umwelttechnologe/-technologin - Rohrleitung./Industrieanlag.;34312
Umwelttechnologe/-technologin - Wasserversorgung;34312
Umwelttechnologe/-technologin-Rohrl./Industr.(Industr.);34312
Umwelttechnologe/-technologin-Rohrl./Industr.(Rohrl.);34312
Ver- u. Entsorger/in - Kanalüberwachung, Kanalreinigung;34312
Ver- und Entsorger/in - Abwasser;34312
Ver- und Entsorger/in - Wasserversorgung;34312
Vorarbeiter/in (Wasseraufbereitung);34312
Wasserentsorger/in;34312
Wasserversorger/in;34312
Wasserwerker/in;34312
Wasserwerksmaschinist/in;34312
Wasserwerksmonteur/in;34312
Wasserwerksvorarbeiter/in;34312
Wasserwerkswärter/in;34312
Abwasserberater/in;34313
Abwassertechniker/in;34313
Kanalprüftechniker/in;34313
Techniker/in - Abwassertechnik;34313
Techniker/in - Wasserbewirtschaftung;34313
Techniker/in - Wasserver- und entsorgung;34313
Techniker/in - Wasserversorgung und Abwasserbehandlung;34313
Techniker/in - Wasserversorgungstechnik;34313
Wasserbewirtschaftungstechniker/in;34313
Wasserentsorgungstechniker/in;34313
Wasserversorgungsberater/in;34313
Wasserversorgungstechniker/in;34313
Wasserwerksingenieur/in;34314
Fernheizungsrohrmonteur/in;34322
Gas- und Wärmenetzmonteur/in;34322
Gas- und Wasserrohrleger/in;34322
Gasnetzmonteur/in;34322
Hochdruckrohrschlosser/in;34322
Instandhaltungsmechaniker/in - Rohrleitung., Armaturen, App;34322
Isometrienvorrichter/in;34322
ISO-Vorrichter/in;34322
Leitungsbauer/in - Infrastrukturtechnik;34322
Monteur/in - Gas-, Wasser-, Strom- und Fernwärmeversorgung;34322
Pipelinemonteur/in;34322
Rohrbauer/in;34322
Rohrleger/in;34322
Rohrleitungsbauer/in;34322
Rohrleitungsmonteur/in;34322
Rohrnetzbauer/in;34322
Rohrnetzbauer/in und -schlosser/in;34322
Rohrnetzschlosser/in;34322
Rohrnetzwärter/in;34322
Rohrschlosser/in;34322
Rohrvorrichter/in;34322
Tiefbaufacharbeiter/in - Leitungsbauarb. für Infrastrukturt.;34322
Tiefbaufacharbeiter/in - Rohrleitungsbauarbeiten;34322
Vorarbeiter/in (Hochdruckrohrschlosser/in);34322
Wassernetzmonteur/in;34322
Berufsspezialist/in - Verteilnetztechnik;34323
Maschineningenieur/in (FS) - Rohrleitungen und Isolierungen;34323
Rohrleitungstechniker/in;34323
Rohrnetzplaner/in;34323
Rohrnetztechniker/in;34323
Rohrplaner/in;34323
Pipelineingenieur/in;34324
Rohrnetzingenieur/in;34324
Entsorger/in;34332
Entsorgungsfachmann/-frau;34332
Fachkraft - Kreislauf- u. Abfallw.(Abfallbes. und -behandl.);34332
Fachkraft - Kreislauf- u. Abfallw.(Abfallver. und -behandl.);34332
Fachkraft - Kreislauf- u. Abfallw.(Logist/Sammlung/Vertrieb);34332
Fachkraft - Kreislauf- und Abfallwirtschaft;34332
Fachwerker/in für Recycling (§66 BBiG/§42m HWO);34332
Müllverbrennungsanlagenwärter/in;34332
Recycler/in;34332
Recycling-Fachkraft;34332
Tierkörperverwerter/in;34332
Umwelttechnologe/-technologin - Kreislauf-/Abfallwirtschaft;34332
Ver- u. Entsorger/in - Deponiebetrieben;34332
Ver- u. Entsorger/in - Industrie;34332
Ver- u. Entsorger/in - Kompostierwerken;34332
Ver- u. Entsorger/in - Müllverbrennungsanlagen;34332
Ver- u. Entsorger/in - Recyclingbetrieben;34332
Ver- u. Entsorger/in - Sonderabfälle;34332
Ver- und Entsorger/in - Abfall;34332
Abfalltechniker/in;34333
Abfallwirtschaftsberater/in;34333
Entsorgungstechniker/in (Abfall);34333
Techniker/in - Abfalltechnik;34333
Abfallwirtschaftsingenieur/in;34334
Dipl.-Ing. - Entsorgungstechnik;34334
Dipl.-Ing. (FH) - Recycling;34334
Ingenieur/in - Abfallentsorgung;34334
Ingenieur/in - Abfallwirtschaft;34334
Ingenieur/in - Entsorgungstechnik;34334
Ingenieur/in - Recycling;34334
Anlagen- und Apparatebauer/in;34342
Anlagenbauer/in;34342
Anlagenmechaniker/in;34342
Anlagenmechaniker/in - Apparatetechnik;34342
Apparatebauer/in;34342
Apparateklempner/in;34342
Apparateschmied/in;34342
Behälter- und Apparatebauer/in;34342
Behälterbauer/in;34342
Behälterklempner/in;34342
Facharbeiter/in für Dampferzeugerbau;34342
Facharbeiter/in für Rohrleitungselemente;34342
Industrieanlagenmechaniker/in;34342
Installateur/in - Kupferschmied/in;34342
Kessel- und Behälterbauer/in;34342
Kesselschlosser/in;34342
Kupferschmied/in;34342
Maschinen- und Anlagenmonteur/in-Rohrleitungs-u.Behälterbau;34342
Montagemechaniker/in, Anlagenmonteur/in;34342
Schmied/in - Kupferschmied/in;34342
Anlagenbautechniker/in;34343
Anlagentechniker/in;34343
Maschinenbautechniker/in - Anlagentechnik;34343
Maschinentechniker/in - Anlagentechnik;34343
Techniker/in - Anlagenbau;34343
Techniker/in - Anlageninstandhaltung;34343
Techniker/in - Maschinentechnik (Anlagentechnik);34343
Dipl.-Ing. (FH) - Maschinenbau (Verfahrenstechnik,Anlagenb.);34344
Dipl.-Ing. (Uni) - Anlagenbau;34344
Ingenieur/in - Anlagenbau/-technik;34344
Ingenieur/in - Maschinenbau (Verfahrenstechnik, Anlagenbau);34344
Abwassermeister/in;34393
Apparatebaumeister/in;34393
Bauleitende/r Monteur/in (Rohrnetzbauer/in);34393
Behälter- u. Apparatebauermeister/in/B. Prof. Beh./App.b.Hw.;34393
Behälterbaumeister/in;34393
Deponieleiter/in;34393
Fernwärmemeister/in;34393
Industriemeister/in - Leitungsbau;34393
Industriemeister/in - Metall (Apparatetechnik);34393
Industriemeister/in - Netzmeister;34393
Industriemeister/in - Rohrleitungsbau;34393
Industriemeister/in - Rohrnetzbau und Rohrnetzbetrieb;34393
Industriemeister/in - Versorgung;34393
Klärmeister/in;34393
Kupferschmiedemeister/in;34393
Meister/in - Anlagenbau;34393
Meister/in - Fernwärmeversorgung;34393
Meister/in - Gaserzeugung und -aufbereitung;34393
Meister/in - Gasverteilung und -anwendung;34393
Meister/in - Kreislauf- u.Abfallwirtschaft u.Städtereinigung;34393
Meister/in - Netzmeister/in;34393
Meister/in - Rohr-, Kanal- und Industrieservice;34393
Meister/in - Rohrleitungsbau;34393
